,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
2860,沈阳,https://sy.lianjia.com/ershoufang/102105985043.html,2室1厅1厨1卫,中楼层 (共32层),78.64㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-09-07,商品房,2013-05-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2861,沈阳,https://sy.lianjia.com/ershoufang/102105985900.html,2室1厅1厨1卫,低楼层 (共6层),76.88㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,集中供暖,有,2022-09-07,商品房,2009-03-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2862,沈阳,https://sy.lianjia.com/ershoufang/102105673834.html,2室1厅1厨1卫,高楼层 (共18层),85.09㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,集中供暖,有,2022-06-15,商品房,2015-08-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2863,沈阳,https://sy.lianjia.com/ershoufang/102106004105.html,2室1厅1厨1卫,中楼层 (共6层),67.31㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,集中供暖,有,2022-09-14,商品房,2009-06-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2864,沈阳,https://sy.lianjia.com/ershoufang/102106255725.html,2室1厅1厨1卫,高楼层 (共21层),89㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2022-12-11,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,
2865,沈阳,https://sy.lianjia.com/ershoufang/102106079691.html,2室1厅1厨1卫,中楼层 (共32层),85.06㎡,平层,85.06㎡,板楼,南 北,钢混结构,其他,两梯五户,集中供暖,有,2022-10-06,商品房,2015-07-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2866,沈阳,https://sy.lianjia.com/ershoufang/102105978257.html,2室1厅1厨1卫,高楼层 (共26层),80.04㎡,平层,暂无数据,板楼,南 北 西,钢混结构,其他,两梯三户,集中供暖,有,2022-09-04,商品房,2017-01-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2867,沈阳,https://sy.lianjia.com/ershoufang/102106114819.html,2室1厅1厨1卫,高楼层 (共30层),54.44㎡,平层,暂无数据,板楼,东南 东北,钢混结构,精装,两梯四户,集中供暖,有,2022-10-16,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,
2868,沈阳,https://sy.lianjia.com/ershoufang/102105756788.html,2室1厅1厨1卫,低楼层 (共26层),74.3㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯五户,集中供暖,有,2022-07-06,商品房,2016-10-18,普通住宅,满五年,非共有,"
                                有抵押 25万元 客户偿还
                              ",已上传房本照片,
2869,沈阳,https://sy.lianjia.com/ershoufang/102105468294.html,2室1厅1厨1卫,高楼层 (共7层),56.17㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,无,2022-04-15,商品房,2000-02-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2870,沈阳,https://sy.lianjia.com/ershoufang/102105943253.html,1室1厅1厨1卫,高楼层 (共7层),35.27㎡,平层,暂无数据,板楼,东 北,混合结构,精装,一梯三户,集中供暖,无,2022-08-25,商品房,2018-03-26,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2871,沈阳,https://sy.lianjia.com/ershoufang/102105900417.html,1室1厅1厨1卫,中楼层 (共32层),66.42㎡,平层,暂无数据,板楼,西北,钢混结构,简装,两梯四户,集中供暖,有,2022-08-13,商品房,2018-02-11,普通住宅,暂无数据,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,
2872,沈阳,https://sy.lianjia.com/ershoufang/102105779936.html,2室1厅1厨1卫,低楼层 (共6层),57.41㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,集中供暖,无,2022-07-12,商品房,2010-07-14,商住两用,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,
2873,沈阳,https://sy.lianjia.com/ershoufang/102106169227.html,1室1厅1厨1卫,中楼层 (共8层),33.8㎡,平层,暂无数据,板楼,东,混合结构,简装,一梯三户,集中供暖,有,2022-11-03,商品房,2019-11-04,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2874,沈阳,https://sy.lianjia.com/ershoufang/102105486834.html,2室2厅1厨1卫,低楼层 (共6层),106.02㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,十梯两户,集中供暖,有,2022-04-22,商品房,2006-11-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2875,沈阳,https://sy.lianjia.com/ershoufang/102106213130.html,2室2厅1厨1卫,中楼层 (共27层),76.98㎡,平层,51.53㎡,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2022-11-18,商品房,2020-07-21,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2876,沈阳,https://sy.lianjia.com/ershoufang/102106125440.html,2室2厅1厨1卫,中楼层 (共17层),96.89㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,集中供暖,有,2022-10-20,商品房,2013-05-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2877,沈阳,https://sy.lianjia.com/ershoufang/102105978664.html,2室1厅1厨1卫,中楼层 (共7层),61.6㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,暂无数据,2022-09-04,商品房,2014-06-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2878,沈阳,https://sy.lianjia.com/ershoufang/102106181344.html,2室1厅1厨1卫,中楼层 (共35层),55.82㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,集中供暖,有,2022-11-07,商品房,2019-05-16,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2879,沈阳,https://sy.lianjia.com/ershoufang/102105404497.html,2室2厅1厨1卫,低楼层 (共29层),83.44㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯四户,集中供暖,有,2022-03-10,商品房,2016-05-04,普通住宅,满五年,非共有,"
                                有抵押 12万元 民生银行 业主自还
                              ",已上传房本照片,
2880,沈阳,https://sy.lianjia.com/ershoufang/102106181344.html,2室1厅1厨1卫,中楼层 (共35层),55.82㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,集中供暖,有,2022-11-07,商品房,2019-05-16,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2881,沈阳,https://sy.lianjia.com/ershoufang/102106213130.html,2室2厅1厨1卫,中楼层 (共27层),76.98㎡,平层,51.53㎡,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2022-11-18,商品房,2020-07-21,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2882,沈阳,https://sy.lianjia.com/ershoufang/102106045841.html,2室2厅1厨1卫,中楼层 (共26层),81.1㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,集中供暖,暂无数据,2022-09-25,商品房,2018-11-23,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2883,沈阳,https://sy.lianjia.com/ershoufang/102105491058.html,2室1厅1厨1卫,高楼层 (共6层),55.9㎡,平层,暂无数据,暂无数据,南,混合结构,其他,一梯三户,暂无数据,暂无数据,2022-04-24,商品房,2019-07-10,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2884,沈阳,https://sy.lianjia.com/ershoufang/102105404497.html,2室2厅1厨1卫,低楼层 (共29层),83.44㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯四户,集中供暖,有,2022-03-10,商品房,2016-05-04,普通住宅,满五年,非共有,"
                                有抵押 12万元 民生银行 业主自还
                              ",已上传房本照片,
2885,沈阳,https://sy.lianjia.com/ershoufang/102105801043.html,2室1厅1厨1卫,低楼层 (共18层),70.01㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯三户,集中供暖,有,2022-07-18,商品房,2019-07-26,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",已上传房本照片,
2886,沈阳,https://sy.lianjia.com/ershoufang/102106243735.html,2室1厅1厨1卫,中楼层 (共7层),58.65㎡,平层,暂无数据,板楼,南 北,框架结构,其他,一梯三户,集中供暖,无,2022-12-05,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
2887,沈阳,https://sy.lianjia.com/ershoufang/102105779936.html,2室1厅1厨1卫,低楼层 (共6层),57.41㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,集中供暖,无,2022-07-12,商品房,2010-07-14,商住两用,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,
2888,沈阳,https://sy.lianjia.com/ershoufang/102105943253.html,1室1厅1厨1卫,高楼层 (共7层),35.27㎡,平层,暂无数据,板楼,东 北,混合结构,精装,一梯三户,集中供暖,无,2022-08-25,商品房,2018-03-26,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2889,沈阳,https://sy.lianjia.com/ershoufang/102105410613.html,2室1厅1厨1卫,低楼层 (共7层),50.54㎡,平层,45㎡,板楼,南,混合结构,其他,一梯三户,集中供暖,无,2022-03-12,商品房,2017-12-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2890,沈阳,https://sy.lianjia.com/ershoufang/102104312380.html,2室1厅1厨1卫,高楼层 (共7层),85.16㎡,平层,暂无数据,板楼,南 北 西,钢混结构,其他,一梯两户,集中供暖,无,2021-05-11,商品房,2009-10-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2891,沈阳,https://sy.lianjia.com/ershoufang/102106163822.html,2室1厅1厨1卫,中楼层 (共23层),57.6㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯三户,暂无数据,暂无数据,2022-11-01,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,
2892,沈阳,https://sy.lianjia.com/ershoufang/102106126943.html,2室1厅1厨1卫,高楼层 (共34层),77.68㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-10-20,商品房,2016-10-12,普通住宅,满五年,非共有,"
                                有抵押 26万元 工商
                              ",已上传房本照片,
2893,沈阳,https://sy.lianjia.com/ershoufang/102105826487.html,2室2厅1厨1卫,中楼层 (共29层),93.67㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,一梯两户,集中供暖,有,2022-07-24,商品房,2017-08-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2894,沈阳,https://sy.lianjia.com/ershoufang/102104944623.html,1室1厅1厨1卫,低楼层 (共31层),62.91㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯六户,集中供暖,有,2021-10-02,商品房,2020-10-23,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2895,沈阳,https://sy.lianjia.com/ershoufang/102105320712.html,2室1厅1厨1卫,中楼层 (共35层),85.96㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2022-02-20,商品房,2018-09-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2896,沈阳,https://sy.lianjia.com/ershoufang/102105925947.html,2室1厅1厨1卫,高楼层 (共27层),80.64㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-08-20,商品房,2018-07-28,普通住宅,暂无数据,共有,"
                                有抵押 30万元 建行
                              ",已上传房本照片,
2897,沈阳,https://sy.lianjia.com/ershoufang/102106148261.html,2室2厅1厨1卫,中楼层 (共33层),78㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-10-27,商品房,2020-06-02,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2898,沈阳,https://sy.lianjia.com/ershoufang/102104871317.html,1室1厅1厨1卫,中楼层 (共12层),69.16㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2021-09-12,商品房,2011-07-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2899,沈阳,https://sy.lianjia.com/ershoufang/102106195780.html,2室1厅1厨1卫,低楼层 (共32层),60.94㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,集中供暖,有,2022-11-11,商品房,2016-03-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2900,沈阳,https://sy.lianjia.com/ershoufang/102106166663.html,3室2厅1厨1卫,中楼层 (共8层),111.15㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,集中供暖,暂无数据,2022-11-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,
2901,沈阳,https://sy.lianjia.com/ershoufang/102106217964.html,2室1厅1厨1卫,中楼层 (共26层),83.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-20,商品房,2019-11-15,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2902,沈阳,https://sy.lianjia.com/ershoufang/102105949151.html,2室1厅1厨1卫,中楼层 (共27层),55.45㎡,平层,48㎡,板楼,东,钢混结构,其他,两梯十户,集中供暖,有,2022-08-26,商品房,2012-02-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2903,沈阳,https://sy.lianjia.com/ershoufang/102106011541.html,1室1厅1厨1卫,高楼层 (共34层),56.43㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯三户,集中供暖,有,2022-09-16,商品房,2018-03-11,普通住宅,暂无数据,非共有,"
                                有抵押 17万元
                              ",已上传房本照片,
2904,沈阳,https://sy.lianjia.com/ershoufang/102106169800.html,2室1厅1厨1卫,高楼层 (共16层),87.33㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-11-03,商品房,2016-09-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2905,沈阳,https://sy.lianjia.com/ershoufang/102105763817.html,1室1厅1厨1卫,中楼层 (共34层),51.1㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯八户,集中供暖,有,2022-07-08,商品房,2019-04-17,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2906,沈阳,https://sy.lianjia.com/ershoufang/102105633601.html,1室1厅1厨1卫,中楼层 (共18层),50.04㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯三户,集中供暖,有,2022-06-05,商品房,2019-03-12,普通住宅,暂无数据,非共有,"
                                有抵押 25万元 客户偿还
                              ",已上传房本照片,
2907,沈阳,https://sy.lianjia.com/ershoufang/102105344181.html,2室2厅1厨1卫,低楼层 (共22层),85.78㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,集中供暖,有,2022-02-25,商品房,2015-03-06,普通住宅,满五年,非共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片,
2908,沈阳,https://sy.lianjia.com/ershoufang/102106104690.html,2室1厅1厨1卫,高楼层 (共33层),78.96㎡,平层,暂无数据,塔楼,西,钢混结构,其他,四梯十四户,集中供暖,有,2022-10-13,商品房,2015-11-18,普通住宅,满五年,共有,"
                                有抵押 60万元 平安银行 金融公司垫资
                              ",已上传房本照片,
2909,沈阳,https://sy.lianjia.com/ershoufang/102104136934.html,2室1厅1厨1卫,低楼层 (共27层),85.7㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯五户,集中供暖,有,2021-04-05,商品房,2012-03-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2910,沈阳,https://sy.lianjia.com/ershoufang/102106167706.html,2室2厅1厨1卫,低楼层 (共18层),86.71㎡,平层,72.3㎡,板楼,东南,钢混结构,精装,两梯四户,集中供暖,有,2022-11-02,商品房,2018-07-20,普通住宅,暂无数据,非共有,"
                                有抵押 47万元
                              ",已上传房本照片,
2911,沈阳,https://sy.lianjia.com/ershoufang/102105102448.html,2室1厅1厨1卫,中楼层 (共6层),84.11㎡,平层,暂无数据,板楼,北 南,混合结构,精装,一梯两户,集中供暖,无,2021-11-18,商品房,2014-02-25,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,
2912,沈阳,https://sy.lianjia.com/ershoufang/102106253762.html,2室1厅1厨1卫,中楼层 (共18层),73.38㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,暂无数据,2022-12-10,商品房,2020-12-29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
2913,沈阳,https://sy.lianjia.com/ershoufang/102106128550.html,2室1厅1厨1卫,低楼层 (共26层),58.7㎡,平层,暂无数据,板楼,西南,钢混结构,精装,两梯三户,集中供暖,有,2022-10-20,商品房,2019-09-05,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 金融公司垫资
                              ",已上传房本照片,
2914,沈阳,https://sy.lianjia.com/ershoufang/102106120307.html,2室2厅1厨1卫,低楼层 (共6层),71.91㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-10-18,商品房,2019-08-15,普通住宅,暂无数据,非共有,"
                                有抵押 客户首付还
                              ",已上传房本照片,
2915,沈阳,https://sy.lianjia.com/ershoufang/102106164866.html,2室1厅1厨1卫,中楼层 (共23层),78㎡,平层,暂无数据,板楼,南 北 东,钢混结构,其他,一梯两户,集中供暖,有,2022-11-01,商品房,2014-05-21,普通住宅,满五年,非共有,"
                                有抵押 公积金贷款八万 业主自还
                              ",已上传房本照片,
2916,沈阳,https://sy.lianjia.com/ershoufang/102105995579.html,1室1厅1厨1卫,中楼层 (共7层),40.88㎡,平层,暂无数据,板楼,东,混合结构,其他,一梯四户,集中供暖,暂无数据,2022-09-11,商品房,2020-09-27,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2917,沈阳,https://sy.lianjia.com/ershoufang/102106170671.html,2室2厅1厨1卫,高楼层 (共28层),81.11㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-11-03,商品房,2018-07-12,普通住宅,暂无数据,非共有,"
                                有抵押 45万元 建行 业主自还
                              ",已上传房本照片,
2918,沈阳,https://sy.lianjia.com/ershoufang/102106202076.html,2室1厅1厨1卫,低楼层 (共23层),87.9㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,集中供暖,有,2022-11-14,商品房,2007-11-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2919,沈阳,https://sy.lianjia.com/ershoufang/102105656387.html,2室2厅1厨1卫,中楼层 (共22层),93.69㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-06-10,商品房,2016-08-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2920,沈阳,https://sy.lianjia.com/ershoufang/102105623088.html,2室2厅1厨1卫,高楼层 (共12层),87.37㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,集中供暖,有,2022-06-02,商品房,2006-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2921,沈阳,https://sy.lianjia.com/ershoufang/102105864864.html,2室1厅1厨1卫,低楼层 (共6层),80.96㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯三户,集中供暖,无,2022-08-04,商品房,2017-11-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2922,沈阳,https://sy.lianjia.com/ershoufang/102105579283.html,2室1厅1厨1卫,高楼层 (共33层),84㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-05-21,商品房,2018-11-19,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,
2923,沈阳,https://sy.lianjia.com/ershoufang/102105663103.html,2室1厅1厨1卫,低楼层 (共30层),77.98㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-06-12,商品房,2018-07-23,普通住宅,暂无数据,非共有,"
                                有抵押 19万元 客户偿还
                              ",已上传房本照片,
2924,沈阳,https://sy.lianjia.com/ershoufang/102106035863.html,2室1厅1厨1卫,中楼层 (共26层),75.16㎡,平层,暂无数据,板楼,西南,钢混结构,精装,三梯六户,集中供暖,有,2022-09-23,商品房,2019-09-09,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2925,沈阳,https://sy.lianjia.com/ershoufang/102105957856.html,1室1厅1厨1卫,高楼层 (共24层),54.24㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,集中供暖,有,2022-08-28,商品房,2013-05-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2926,沈阳,https://sy.lianjia.com/ershoufang/102105597609.html,2室1厅1厨1卫,中楼层 (共7层),68.03㎡,平层,暂无数据,板楼,南 北,未知结构,简装,一梯三户,暂无数据,暂无数据,2022-05-26,商品房,2010-05-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2927,沈阳,https://sy.lianjia.com/ershoufang/102106215566.html,2室2厅1厨1卫,低楼层 (共34层),81.21㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-19,商品房,2019-12-11,普通住宅,暂无数据,非共有,"
                                有抵押 2万元
                              ",已上传房本照片,
2928,沈阳,https://sy.lianjia.com/ershoufang/102106182263.html,2室2厅1厨1卫,中楼层 (共32层),74.44㎡,平层,暂无数据,板楼,南 西 北,钢混结构,精装,一梯四户,集中供暖,有,2022-11-07,商品房,2016-05-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2929,沈阳,https://sy.lianjia.com/ershoufang/102106079977.html,2室1厅1厨1卫,低楼层 (共18层),77.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-10-06,商品房,2020-11-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2930,沈阳,https://sy.lianjia.com/ershoufang/102106068659.html,2室1厅1厨1卫,高楼层 (共26层),76.19㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯八户,集中供暖,有,2022-10-03,商品房,2017-02-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2931,沈阳,https://sy.lianjia.com/ershoufang/102105350283.html,2室1厅1厨1卫,中楼层 (共18层),74.18㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,集中供暖,有,2022-02-26,商品房,2018-11-22,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
2932,沈阳,https://sy.lianjia.com/ershoufang/102106043395.html,2室1厅1厨1卫,中楼层 (共31层),65.77㎡,平层,暂无数据,板楼,西北,钢混结构,精装,两梯三户,集中供暖,有,2022-09-25,商品房,2019-07-06,普通住宅,暂无数据,非共有,"
                                有抵押 25万元
                              ",已上传房本照片,
2933,沈阳,https://sy.lianjia.com/ershoufang/102105582676.html,2室2厅1厨1卫,中楼层 (共25层),94.37㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,集中供暖,有,2022-05-22,商品房,2012-08-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2934,沈阳,https://sy.lianjia.com/ershoufang/102105720985.html,2室1厅1厨1卫,低楼层 (共6层),52.01㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯三户,暂无数据,无,2022-06-27,商品房,2000-01-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2935,沈阳,https://sy.lianjia.com/ershoufang/102106191210.html,2室2厅1厨1卫,中楼层 (共18层),90.76㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-11-10,商品房,2019-03-16,普通住宅,暂无数据,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,
2936,沈阳,https://sy.lianjia.com/ershoufang/102106218066.html,2室1厅1厨1卫,中楼层 (共28层),77.25㎡,平层,暂无数据,板楼,南 西南,钢混结构,精装,一梯四户,集中供暖,有,2022-11-20,商品房,2018-05-02,普通住宅,暂无数据,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,
2937,沈阳,https://sy.lianjia.com/ershoufang/102106016583.html,2室1厅1厨1卫,中楼层 (共24层),80.65㎡,平层,暂无数据,板楼,南 西 北,钢混结构,精装,两梯六户,集中供暖,有,2022-09-18,商品房,2017-10-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2938,沈阳,https://sy.lianjia.com/ershoufang/102105801129.html,2室1厅1厨1卫,中楼层 (共17层),62.07㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯七户,集中供暖,有,2022-07-18,商品房,2019-04-03,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2939,沈阳,https://sy.lianjia.com/ershoufang/102105787905.html,2室2厅1厨1卫,中楼层 (共33层),85.29㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-07-14,商品房,2015-12-21,普通住宅,满五年,非共有,"
                                有抵押 28万元 公积金 业主自还
                              ",已上传房本照片,
2940,沈阳,https://sy.lianjia.com/ershoufang/102106120215.html,2室1厅1厨0卫,低楼层 (共9层),106.01㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-10-18,商品房,2008-03-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2941,沈阳,https://sy.lianjia.com/ershoufang/102106182263.html,2室2厅1厨1卫,中楼层 (共32层),74.44㎡,平层,暂无数据,板楼,南 西 北,钢混结构,精装,一梯四户,集中供暖,有,2022-11-07,商品房,2016-05-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2942,沈阳,https://sy.lianjia.com/ershoufang/102106215566.html,2室2厅1厨1卫,低楼层 (共34层),81.21㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-19,商品房,2019-12-11,普通住宅,暂无数据,非共有,"
                                有抵押 2万元
                              ",已上传房本照片,
2943,沈阳,https://sy.lianjia.com/ershoufang/102105582676.html,2室2厅1厨1卫,中楼层 (共25层),94.37㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,集中供暖,有,2022-05-22,商品房,2012-08-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2944,沈阳,https://sy.lianjia.com/ershoufang/102105995579.html,1室1厅1厨1卫,中楼层 (共7层),40.88㎡,平层,暂无数据,板楼,东,混合结构,其他,一梯四户,集中供暖,暂无数据,2022-09-11,商品房,2020-09-27,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
2945,沈阳,https://sy.lianjia.com/ershoufang/102106170671.html,2室2厅1厨1卫,高楼层 (共28层),81.11㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-11-03,商品房,2018-07-12,普通住宅,暂无数据,非共有,"
                                有抵押 45万元 建行 业主自还
                              ",已上传房本照片,
